time,state,altitude,temp,abPct,acx,acy,acz,gyx,gyy,gyz,vertVel,latVel,totVel
14775,7,68.79,21,0,-0.28,1.07,-0.76,50.1,122.5,-38.5,-17.6,203.61,204.37
14800,7,68.79,21,0,-0.16,1.11,-0.76,54.8,116.9,-25.9,-17.6,203.62,204.38
14825,7,67.86,21,0,-0.18,1.06,-0.76,58,110.2,-14.3,-8.37,204.22,204.39
14850,7,67.86,21,0,-0.19,1.06,-0.73,59.1,105.4,-7.4,-17.6,203.64,204.4
14875,7,66.94,21,0,-0.14,0.99,-0.75,55.5,82.3,8.3,-9.22,204.2,204.41
14900,7,66.94,21,0,-0.11,1,-0.79,52.1,73.2,13.9,-18.44,203.58,204.42
14925,7,68.2,21,0,-0.14,0.95,-0.82,49,69.2,17.8,-18.44,203.59,204.43
14950,7,66.94,21,0,-0.09,0.96,-0.77,45.6,65.3,20.3,-5.87,204.35,204.43
14975,7,66.02,21,0,-0.08,0.96,-0.8,40.5,54.6,27.1,-9.21,204.23,204.44
15000,7,66.02,21,0,-0.11,0.98,-0.84,37.6,47.6,31.6,-18.44,203.62,204.45
15025,7,65.1,21,0,-0.08,0.97,-0.79,35.1,41.3,35.2,-9.22,204.25,204.46
15050,7,65.1,21,0,-0.11,0.96,-0.76,33,37.9,37.3,-18.43,203.63,204.47
15075,7,64.18,21,0,-0.09,0.96,-0.8,31.7,34.2,37.8,-31,202.11,204.47
15100,7,65.1,21,0,-0.05,1.02,-0.82,30.7,29.7,39.7,-27.65,202.6,204.48
15125,7,64.18,21,0,-0.03,1.05,-0.88,32.9,28.6,40.9,-9.21,204.28,204.49
15150,7,64.18,21,0,-0.04,1.06,-0.88,37.7,27.4,40.6,-18.43,203.67,204.5
15175,7,63.26,21,0,0,1.04,-0.89,49.6,26.6,37.3,-9.21,204.3,204.51
15200,7,63.59,21,0,-0.03,1.06,-0.88,58.8,26.1,35.7,-18.43,203.68,204.52
15225,7,62.33,21,0,0.03,1.03,-0.85,67.7,24,34.4,-5.86,204.44,204.52
15250,7,63.59,21,0,0.04,1.04,-0.91,77.5,24.8,30.6,-27.64,202.65,204.53
15275,7,62.33,21,0,0.06,0.98,-0.92,94.1,27.9,21.6,-5.86,204.46,204.54
15300,7,62.67,21,0,0.09,0.93,-0.95,101.4,30.4,13.6,-18.43,203.71,204.55
15325,7,61.41,21,0,0.1,0.91,-0.99,106.7,34.6,3.4,-5.86,204.47,204.55
15350,7,61.41,21,0,-0.03,0.84,-0.98,109.4,36.3,-8.9,-21.78,203.4,204.56
15375,7,61.41,21,0,0.11,0.91,-0.98,106.6,33,-32.9,-9.21,204.36,204.57
15400,7,61.75,21,0,0.18,0.79,-0.98,94.6,19,-45.9,-21.78,203.41,204.57
15425,7,60.49,21,0,0.12,0.79,-0.97,85.4,13.3,-65.1,-5.86,204.49,204.58
15450,7,60.49,21,0,0.15,0.78,-0.97,75.5,8.3,-80.9,-21.78,203.42,204.58
15475,7,60.49,21,0,0.06,0.88,-1.05,59.4,5.5,-106.7,-9.21,204.38,204.59
15500,7,59.99,21,0,0.05,0.93,-1.15,52.3,3.9,-116.9,-9.21,204.39,204.59
15525,7,58.73,21,0,0.04,0.94,-1.11,45.4,3.2,-121.6,-14.24,204.1,204.6
15550,7,59.99,21,0,-0.06,1,-1.18,39.9,3.6,-121.4,-30.15,202.37,204.61
15575,7,57.81,21,0,-0.06,0.98,-1.15,39.4,10.5,-113.9,-5.02,204.55,204.62
15600,7,58.15,21,0,-0.17,1,-1.17,45.6,17.4,-102.4,-26.79,202.86,204.62
15625,7,59.07,21,0,-0.09,0.96,-1.09,46.4,25.7,-88.7,-23.44,203.28,204.63
15650,7,57.22,21,0,-0.05,0.89,-1.03,58.5,57,-88.5,-9.21,204.43,204.64
15675,7,57.22,21,0,-0.04,0.9,-0.93,72.3,110.7,-96.6,-15.07,204.09,204.65
15700,7,57.22,21,0,-0.03,0.9,-1.06,73.5,133.8,-101.3,-27.63,202.78,204.65
15725,7,57.22,21,0,0.04,0.89,-1.02,75.6,155.5,-110.4,-5.86,204.58,204.66
15750,7,57.22,21,0,0,0.92,-0.91,70.6,166.5,-119.7,-9.2,204.46,204.67
15775,7,56.3,21,0,0.19,0.98,-0.99,54.5,162.1,-143.1,-18.42,203.85,204.68
15800,7,56.3,21,0,0.17,0.96,-0.96,44.3,147.3,-160.5,-9.21,204.47,204.68
15825,7,55.38,21,0,0.16,1.04,-0.95,35.4,126,-174.9,-9.21,204.48,204.69
15850,7,55.38,21,0,0.29,1.15,-0.91,31.1,101.5,-184.7,-18.42,203.87,204.7
15875,7,54.46,21,0,0.14,1.17,-0.86,33.8,69.1,-191.5,-18.42,203.87,204.7
15900,7,52.62,21,0,0.01,1.17,-0.82,39.1,52,-185.2,-27.62,202.84,204.71
15925,7,53.54,21,0,-0.06,1.15,-0.79,46.7,47.6,-179.9,-36.83,201.38,204.72
15950,7,53.54,21,0,-0.07,1.21,-0.82,53.8,41.5,-165.4,-27.62,202.86,204.73
15975,7,53.54,21,0,-0.19,1.09,-0.88,63,40.4,-136.8,-18.41,203.91,204.74
16000,7,52.62,21,0,-0.27,1.08,-0.92,65,44.3,-118,-18.41,203.92,204.75
16025,7,52.62,21,0,-0.32,1.02,-0.93,64.9,50.4,-98.4,-18.41,203.93,204.76
16050,7,51.7,21,0,-0.32,0.99,-0.93,60.2,59.7,-81.2,0,204.77,204.77
16075,7,51.7,21,0,-0.37,0.9,-0.84,45,80.8,-54.3,-18.4,203.95,204.78
16100,7,51.7,21,0,-0.36,0.87,-0.82,32.8,85.7,-39.3,-18.41,203.96,204.79
16125,7,50.86,21,0,-0.33,0.86,-0.82,18,92,-27.4,-18.4,203.97,204.8
16150,7,49.94,21,0,-0.31,0.9,-0.85,5.4,97.7,-16.3,-17.57,204.05,204.81
16175,7,50.86,21,0,-0.33,0.94,-0.93,-9.4,100.7,1,-26.78,203.06,204.81
16200,7,49.94,21,0,-0.29,0.99,-0.94,-12.2,100.4,11.8,-8.36,204.65,204.82
16225,7,49.94,21,0,-0.23,1.03,-0.94,-9.1,98.7,22.7,-17.57,204.08,204.83
16250,7,49.02,21,0,-0.24,1.06,-0.88,-1.9,98.6,32.3,-17.57,204.09,204.84
16275,7,49.02,21,0,-0.16,1.12,-0.9,19.9,97.1,48.6,-18.41,204.02,204.85
16300,7,49.02,21,0,-0.11,1.16,-0.99,39.4,91.9,58.9,-9.2,204.66,204.86
16325,7,48.1,21,0,-0.09,1.18,-1.02,62.9,87.8,67.6,-18.41,204.04,204.87
16350,7,48.1,21,0,-0.07,1.21,-1.07,86.8,78.8,76.7,-18.4,204.05,204.88
16375,7,47.18,21,0,-0.04,1.11,-1.02,126.6,56.9,92,-18.4,204.06,204.89
16400,7,48.1,21,0,0,1.04,-1.01,144.9,49.3,98,-18.4,204.07,204.9
16425,7,47.18,21,0,-0.04,1,-0.95,160.6,42.4,104,-9.2,204.7,204.91
16450,7,47.18,21,0,-0.04,0.97,-0.99,172.9,35.6,108.6,-18.4,204.09,204.92
16475,7,46.26,21,0,-0.03,0.88,-1.05,187.4,26.9,107.4,-9.2,204.72,204.92
16500,7,46.26,21,0,0,0.82,-1.14,196.9,25,103,-18.4,204.1,204.93
16525,7,45.68,21,0,-0.04,0.82,-1.14,197.5,14.8,100.5,-9.19,204.73,204.94
16550,7,46.26,21,0,0.02,0.73,-1.24,194.9,6.5,94.1,-24.26,203.5,204.94
16575,7,46.26,21,0,0.04,0.61,-1.09,183,-1.4,71.4,-9.19,204.74,204.95
16600,7,45.34,21,0,0.04,0.45,-1.01,172.9,-5,52.2,-9.19,204.75,204.95
16625,7,45.34,21,0,0.22,0.37,-1,172.3,-5.7,36.9,-9.19,204.75,204.96
16650,7,45.34,21,0,0,0.42,-0.74,170.8,-4.4,18.9,-9.19,204.75,204.96
16675,7,45.34,21,0,0.24,0.42,-1.01,133,-7.2,-14.3,-3.34,204.93,204.96
16700,7,43.5,21,0,0.22,0.31,-1.08,111.1,-11.9,-36.5,-9.19,204.76,204.96
16725,7,43.5,21,0,0.27,0.25,-1.1,96.5,-18.6,-59.2,-27.59,203.1,204.96
16750,7,44.42,21,0,0.24,0.27,-1.07,89.3,-24.8,-82.9,-18.4,204.14,204.96
16775,7,44.76,21,0,0.26,0.31,-1.27,87.2,-38.9,-127.6,-9.2,204.76,204.96
16800,7,42.66,21,0,0.22,0.4,-1.14,87.3,-42.7,-153.7,-5.85,204.88,204.97
16825,7,43,21,0,0.2,0.4,-1.16,89.3,-42.1,-177.9,-26.76,203.21,204.97
16850,7,42.66,21,0,0.16,0.4,-0.92,94.9,-33.6,-198.6,-5.02,204.91,204.97
16875,7,43.5,21,0,0.16,0.5,-0.8,96.6,-0.2,-237.2,-8.36,204.8,204.97
16900,7,43,21,0,0.19,0.46,-0.85,91.9,22,-259.1,-9.19,204.77,204.97
16925,7,43,21,0,0.19,0.58,-0.91,81.2,40,-280.1,-17.56,204.22,204.98
16950,7,43.84,21,0,0.25,0.62,-0.99,63.8,54.7,-303.3,3.34,204.95,204.98
16975,7,43.84,21,0,0.27,0.86,-0.78,29.2,70.4,-343.7,8.36,204.81,204.98
17000,7,43,21,0,0.32,0.93,-0.93,14,69.6,-365.9,11.7,204.65,204.99
17025,7,43,21,0,0.43,0.97,-1.07,9.2,63.9,-379.3,-5.02,204.93,204.99
17050,7,42.08,21,0,0.23,1.18,-0.77,5.3,57.8,-389.4,0,205,205
17075,7,40.24,21,0,-0.02,1.24,-0.53,1.5,50.4,-384.6,-9.19,204.8,205.01
17100,7,39.32,21,0,-0.1,1.31,-0.44,1.1,48,-375,-35.95,201.84,205.02
17125,7,39.32,21,0,-0.21,1.25,-0.38,-1.1,46.3,-362,-45.14,199.99,205.03
17150,7,38.4,21,0,-0.33,1.26,-0.46,-0.2,44.1,-342.5,-36.78,201.71,205.04
17175,7,40.24,21,0,-0.47,1.18,-0.47,14,48.3,-292.4,-45.97,199.83,205.05
17200,7,39.32,21,0,-0.62,1.08,-0.41,19.6,51,-262.7,-18.39,204.24,205.06
17225,7,40.24,21,0,-0.61,1.15,-0.46,23.4,55.4,-227.7,-9.19,204.87,205.07
17250,7,40.24,21,0,-0.65,1.06,-0.49,30.1,62.1,-189.4,9.19,204.88,205.09
17275,7,41.16,21,0,-0.73,0.96,-0.52,35.4,77.6,-131.8,9.19,204.89,205.1
17300,7,41.16,21,0,-0.93,0.84,-0.67,36.3,88.8,-98.1,27.58,203.25,205.11
17325,7,39.65,21,0,-0.87,0.91,-0.69,41.8,97,-62.1,9.19,204.92,205.12
17350,7,39.32,21,0,-0.92,0.84,-0.72,46.3,105.5,-26.4,3.34,205.11,205.14
17375,7,38.4,21,0,-0.88,0.89,-0.95,59.6,113.6,30.7,-9.19,204.94,205.15
17400,7,38.4,21,0,-0.87,0.91,-0.92,71.6,114.7,62.3,-18.38,204.33,205.16
17425,7,39.65,21,0,-0.75,0.99,-0.92,81.6,109.3,92,-27.58,203.31,205.17
17450,7,36.9,21,0,-0.75,0.92,-0.98,87.9,98.8,120.1,-15.05,204.63,205.18
17475,7,35.14,21,0,-0.61,0.91,-0.96,91.8,67.7,165.6,-27.58,203.33,205.2
17500,7,35.14,21,0,-0.54,0.94,-0.99,90.9,46.5,191.2,-41.78,200.91,205.21
17525,7,33.89,21,0,-0.6,0.92,-1.18,85.3,32.3,213.4,-32.59,202.61,205.22
17550,7,34.22,21,0,-0.58,0.82,-1.21,81.5,19.7,233.9,-45.12,200.2,205.23
17575,7,33.3,21,0,-0.48,0.86,-1.2,80.1,2.4,268.3,-54.31,197.92,205.24
17600,7,33.3,21,0,-0.43,0.83,-1.23,74.8,1.7,280.7,-35.93,202.08,205.25
17625,7,32.38,21,0,-0.32,0.82,-1.17,68.7,9.7,286.9,-18.38,204.43,205.26
17650,7,32.38,21,0,-0.3,0.79,-1.14,62.2,23.6,285.9,-27.57,203.4,205.26
17675,7,32.05,21,0,-0.21,0.75,-1.1,63,42.4,278,-15.03,204.72,205.27
17700,7,32.05,21,0,0.21,0.94,-1.07,66.5,50.2,270.2,-21.72,204.13,205.28
17725,7,32.38,21,0,-0.08,0.72,-1.09,71.2,40.5,261.5,-12.52,204.9,205.28
17750,7,32.38,21,0,-0.03,0.63,-1.03,68.1,20.2,250.9,-9.18,205.09,205.29
17775,7,31.13,21,0,0.02,0.47,-1.06,46.8,-15.2,230.8,0,205.3,205.3
17800,7,30.21,21,0,0,0.44,-1.05,22,-34.8,213.4,-12.53,204.92,205.3
17825,7,30.21,21,0,0.04,0.41,-1.19,-6.5,-52.6,195.6,-18.37,204.48,205.3
17850,7,30.55,21,0,0.05,0.34,-1.19,-35.7,-66.9,179.6,-18.37,204.48,205.31
17875,7,29.63,21,0,-0.03,0.38,-1.12,-85,-83.5,151.7,-18.37,204.48,205.31
17900,7,29.63,21,0,-0.04,0.41,-1.13,-107.3,-87.7,139.5,-27.56,203.45,205.31
17925,7,29.63,21,0,-0.08,0.44,-1.23,-125.9,-89.4,130.2,-15.03,204.76,205.31
17950,7,29.63,21,0,-0.08,0.55,-1.24,-138.7,-89.2,123.4,-5.84,205.23,205.32
17975,7,29.63,21,0,-0.15,0.68,-1.25,-139.5,-80.8,121.7,-5.84,205.24,205.32
18000,7,28.71,21,0,-0.16,0.78,-1.41,-130,-72.9,124,-9.18,205.12,205.33
18025,7,27.79,21,0,-0.15,0.88,-1.53,-111.5,-63.8,129.1,-9.18,205.13,205.34
18050,7,28.71,21,0,-0.15,0.88,-1.46,-89.1,-53.8,134.8,-18.37,204.52,205.34
18075,7,28.71,21,0,-0.06,0.89,-1.53,-46.7,-37.8,143.1,-9.18,205.15,205.35
18100,7,27.79,21,0,-0.11,0.84,-1.47,-24.8,-29.8,145.9,-9.18,205.15,205.36
18125,7,27.79,21,0,-0.02,0.8,-1.39,-8.2,-24.5,145.2,-18.37,204.54,205.37
18150,7,27.79,21,0,-0.02,0.71,-1.26,1.9,-22.2,140.5,-9.18,205.17,205.37
18175,7,27.21,21,0,0,0.63,-1.1,3.6,-29.4,130,0,205.38,205.38
18200,7,26.87,21,0,0.06,0.58,-1.14,-2.2,-39.8,119.3,-15.03,204.83,205.38
18225,7,27.79,21,0,-0.02,0.57,-1.02,-13.4,-53.3,107.6,-18.37,204.56,205.39
18250,7,27.21,21,0,-0.02,0.6,-0.96,-25.5,-66.4,98.9,0,205.39,205.39
18275,7,27.21,21,0,-0.04,0.54,-0.86,-52,-81.1,81.2,-5.84,205.31,205.4
18300,7,26.04,21,0,0,0.57,-0.8,-64.3,-83.9,70.5,-5.84,205.32,205.4
18325,7,26.37,21,0,-0.02,0.63,-0.88,-72.3,-82.3,57.9,-11.68,205.07,205.41
18350,7,26.04,21,0,-0.03,0.71,-0.95,-76.8,-81.4,49.6,-5.01,205.35,205.41
18375,7,25.45,21,0,-0.06,0.79,-0.95,-72.3,-76.6,36.6,-17.53,204.67,205.42
18400,7,25.45,21,0,-0.04,0.84,-0.92,-67.2,-81.1,36,-17.53,204.67,205.42
18425,7,23.28,21,0,-0.04,0.86,-0.88,-60.5,-81.9,33.4,-17.53,204.68,205.43
18450,7,25.45,21,0,-0.02,0.94,-0.88,-52.7,-84.6,35,-27.54,203.58,205.44
18475,7,24.54,21,0,-0.08,0.98,-0.74,-37.8,-100.5,47.3,-9.18,205.24,205.44
18500,7,24.54,21,0,-0.12,1,-0.73,-30.9,-107.4,55.8,-15.02,204.9,205.45
18525,7,24.54,21,0,-0.08,1.03,-0.74,-25.2,-113.9,61.5,-9.18,205.26,205.46
18550,7,23.62,21,0,-0.08,1.03,-0.94,-15.8,-125.2,67.4,-9.18,205.26,205.47
18575,7,23.62,21,0,-0.16,0.95,-0.9,-9.7,-143.9,70.8,3.33,205.45,205.48
18600,7,23.62,21,0,-0.16,0.78,-0.82,-16,-149.2,72.5,-18.36,204.67,205.49
18625,7,23.62,21,0,-0.2,0.77,-0.79,-25.2,-151.9,74.3,-9.18,205.29,205.49
18650,7,22.7,21,0,-0.12,0.88,-0.79,-36.3,-154.8,70.9,-9.18,205.3,205.5
18675,7,22.7,21,0,-0.02,0.94,-0.9,-46.3,-144.9,76.9,-18.36,204.69,205.51
18700,7,21.78,21,0,-0.23,0.78,-0.61,-49.7,-138.2,80.6,-9.17,205.31,205.52
18725,7,21.78,21,0,-0.2,0.99,-0.68,-51.6,-128.4,85.1,-18.35,204.7,205.52
18750,7,22.11,21,0,0.17,0.78,-0.58,-48.9,-116.2,91.9,-18.35,204.71,205.53
18775,7,21.78,21,0,-0.36,1.02,-0.41,-43.7,-90.6,107.8,-15.02,204.99,205.54
18800,7,22.11,21,0,-0.43,0.51,-0.56,-40.3,-68.3,117.5,-9.17,205.34,205.55
18825,7,22.11,21,0,-0.34,1.04,-0.38,-26.6,-60.8,128.1,-5.84,205.47,205.56
18850,7,21.78,21,0,-0.19,1.06,-0.3,-14.7,-49.2,140.7,3.33,205.54,205.57
18875,7,22.11,21,0,-0.01,0.76,-0.62,7.3,-45.8,150.2,0,205.58,205.58
18900,7,20.86,21,0,0.04,0.97,-0.31,15.4,-41.9,157.5,0,205.58,205.58
18925,7,20.86,21,0,0.1,0.98,-0.31,28.3,-47.5,160.1,-9.18,205.38,205.59
18950,7,21.2,21,0,0.02,1.11,-0.5,41.5,-61.1,161.6,-12.51,205.22,205.6
18975,7,21.2,21,0,0.15,0.74,-0.7,67.9,-100.6,144.8,-9.17,205.4,205.61
19000,7,21.78,21,0,0.37,1.1,-0.74,83.2,-136.1,122.4,-5.84,205.53,205.61
19025,7,20.86,21,0,0.27,1.18,-0.79,100.2,-176.8,93.4,-3.33,205.59,205.62
19050,7,20.86,21,0,0.37,0.99,-0.8,109,-212.3,62,0,205.63,205.63
19075,7,19.95,21,0,0.24,0.81,-0.9,111.7,-252.5,23.8,0,205.63,205.63
19100,8,19.03,21,0,0.01,0.7,-1.01,103.5,-260.8,8.9,-12.51,205.26,205.64
19125,8,19.03,21,0,-0.11,0.57,-0.98,85.5,-259.2,-1,-21.69,204.49,205.64
19150,8,18.53,21,0,-0.23,0.68,-0.93,60,-243.1,-6.8,-27.54,203.79,205.65
19175,8,17.61,21,0,-0.49,0.45,-1.32,24.9,-196.7,-9.6,-23.36,204.32,205.65
19200,8,17.61,21,0,-0.33,0.43,-1.28,4.1,-144.5,-17.3,-32.53,203.07,205.66
19225,8,17.61,21,0,-0.44,0.47,-1.14,-17.9,-96.7,-22,-23.35,204.33,205.67
19250,8,17.61,21,0,-0.42,0.61,-0.96,-35.3,-53.6,-27.6,-14.17,205.18,205.67
19275,8,17.61,21,0,-0.31,0.71,-0.77,-57.7,-2.9,-36.4,-14.17,205.19,205.68
19300,8,17.28,21,0,-0.33,0.72,-0.82,-66.6,15.5,-40.4,-9.17,205.48,205.69
19325,8,16.69,21,0,-0.41,0.77,-0.89,-63.8,13.6,-42.3,-3.34,205.67,205.69
19350,8,16.69,21,0,-0.17,0.78,-0.99,-71.9,25.9,-42.9,-9.17,205.5,205.7
19375,8,16.69,21,0,-0.06,1.11,-1.06,-47.7,15.5,-25.9,-9.17,205.51,205.71
19400,8,15.44,21,0,-0.05,1.17,-0.91,-25,-2.1,-14.3,-9.17,205.51,205.72
19425,8,16.36,21,0,-0.1,1.14,-0.81,0,-26.6,4.7,-21.68,204.58,205.73
19450,8,15.77,21,0,-0.13,1.13,-0.76,27.6,-62.7,26.4,-9.17,205.53,205.74
19475,8,15.77,21,0,-0.24,1.03,-0.72,64.5,-94.9,55.9,-9.17,205.54,205.75
19500,8,15.77,21,0,-0.21,1.01,-0.67,80.7,-124.4,81.5,-9.17,205.55,205.76
19525,8,16.36,21,0,-0.16,0.97,-0.64,90.8,-147.8,100.5,-9.17,205.56,205.77
19550,8,15.77,21,0,-0.32,0.89,-0.65,90.9,-161.4,119.5,9.17,205.57,205.78
19575,8,14.86,21,0,-0.45,0.91,-0.7,81.2,-180.4,156.2,-5.83,205.7,205.79
19600,8,14.86,21,0,-0.42,0.97,-0.7,69.2,-168.8,172.5,-9.17,205.59,205.8
19625,8,13.61,21,0,-0.51,0.95,-0.69,53.7,-147.5,191.6,-9.17,205.6,205.81
19650,8,13.94,21,0,-0.51,0.97,-0.63,43.3,-128.1,209.8,-21.68,204.67,205.82
19675,8,12.1,21,0,-0.55,0.98,-0.6,32.7,-98.9,241.8,-24.18,204.4,205.83
19700,8,13.94,21,0,-0.52,1.02,-0.48,29.3,-81.2,253.2,-36.69,202.54,205.84
19725,8,12.69,21,0,-0.48,1.03,-0.49,27.9,-61.6,262.1,-9.17,205.65,205.85
19750,8,12.1,21,0,-0.43,0.99,-0.57,35.1,-42.8,266.4,-21.68,204.72,205.86
19775,8,12.1,21,0,-0.46,1.27,-0.66,59.9,3.5,279,-15.01,205.32,205.87
19800,8,11.77,21,0,-0.2,1.16,-0.77,76.3,6.2,293.3,-18.34,205.07,205.88
19825,8,12.1,21,0,-0.1,1.14,-0.89,94.4,2.3,302.9,-3.33,205.87,205.9
19850,8,12.1,21,0,0,1.1,-0.91,110.5,-6.4,301.7,-18.34,205.09,205.9
19875,8,11.19,21,0,0.11,0.77,-0.93,116.3,-37.5,283.9,-5.84,205.83,205.91
19900,8,12.1,21,0,0.08,0.7,-0.72,96.9,-60,264.1,-9.16,205.72,205.92
19925,8,12.1,21,0,0.09,0.51,-0.71,63.9,-77.6,243.9,0,205.92,205.92
19950,8,12.1,21,0,0.18,0.4,-0.84,29,-83.6,216.9,3.33,205.9,205.93
19975,8,11.19,21,0,0.04,0.27,-0.93,-20.6,-63,179.5,0,205.93,205.93
20000,8,11.19,21,0,0.09,0.3,-0.95,-44.5,-56.3,162.9,-9.16,205.73,205.93
20025,8,11.19,21,0,0,0.19,-0.97,-77.2,-43.5,146.5,0,205.93,205.93
20050,8,11.19,21,0,0.01,0.21,-0.93,-105.5,-29.6,131.7,-9.16,205.73,205.94
20075,8,10.27,21,0,0,0.36,-0.84,-129.4,-2.6,110,-9.16,205.73,205.94
20100,8,10.27,21,0,0.02,0.32,-0.73,-134.2,10.3,98.7,-18.33,205.12,205.94
20125,8,10.27,21,0,0.06,0.46,-0.62,-131.1,21.5,86.8,-9.16,205.74,205.94
