time,state,altitude,temp,abPct,acx,acy,acz,gyx,gyy,gyz,vertVel,latVel,totVel
-500,1,4.52,22,0,-0.19,0.2,1.11,-4.2,0.1,7,-5.83,201.22,201.3
-475,1,4.85,22,0,-0.19,0.2,1.11,-4.2,0,4.2,-3.33,201.28,201.3
-450,1,3.6,22,0,-0.2,0.2,1.1,-4,0,5.7,9.16,201.1,201.31
-425,1,4.52,22,0,-0.19,0.19,1.12,-4.1,-0.8,10.9,-12.49,200.92,201.31
-400,1,4.52,22,0,-0.2,0.2,1.11,-4.2,-0.6,9,-3.33,201.28,201.31
-375,1,3.6,22,0,-0.21,0.19,1.1,-4.4,-0.6,6.8,5.83,201.23,201.31
-350,1,4.52,22,0,-0.19,0.21,1.11,-4.3,-0.9,4,-9.16,201.11,201.32
-325,1,3.6,22,0,-0.14,0.2,1.11,-4.4,-0.9,7,-3.33,201.29,201.32
-300,1,3.94,22,0,-0.17,0.18,1.11,-4.6,-0.9,9.8,0,201.32,201.32
-275,1,3.6,22,0,-0.19,0.19,1.11,-4.8,-1,7.8,-5.83,201.24,201.33
-250,1,3.6,22,0,-0.19,0.2,1.11,-4.7,-0.9,5.5,-9.16,201.12,201.33
-225,1,3.6,22,0,-0.19,0.17,1.11,-4.8,-0.9,4.5,0,201.33,201.33
-200,1,3.6,22,0,-0.15,0.19,1.11,-4.5,-0.9,4.8,-9.16,201.13,201.33
-175,1,4.85,22,0,-0.16,0.2,1.11,-4.6,-1.3,9.5,0,201.34,201.34
-150,1,3.94,22,0,-0.18,0.18,1.11,-4.7,-0.9,9.6,9.16,201.13,201.34
-125,1,3.6,22,0,-0.22,0.19,1.11,-4.7,-0.9,0.9,3.33,201.31,201.34
-100,1,4.52,22,0,-0.16,0.18,1.1,-4.4,-0.9,1.5,0,201.34,201.34
-75,1,1.77,22,0,1.31,-0.46,12.92,4.9,7.7,14.7,9.16,201.14,201.35
-50,1,4.52,22,0,-0.1,0.83,5.67,1.8,1.7,-21.9,-18.32,200.51,201.34
-25,1,5.77,22,0,-1.01,-2.5,5.68,-4.8,-1.5,19.2,-3.33,201.32,201.35
0,2,5.44,22,0,-1.24,0.07,7.08,-2.7,-3.7,43.1,18.33,200.5,201.34
25,2,5.44,22,0,0.88,0.11,7.54,-2.5,3.3,-16,18.32,200.52,201.35
50,2,6.35,22,0,0.72,1.15,7.85,-9,-0.7,-24,9.16,201.14,201.35
75,2,6.35,22,0,0.45,-0.54,7.09,-6.8,-5,13.7,45.82,196.08,201.36
100,2,8.1,22,0,-0.98,-0.67,6.61,-6.1,10.2,34.3,18.33,200.52,201.36
125,2,7.19,22,0,-0.29,0.18,7.42,-0.1,-2,51.9,23.33,200,201.36
150,2,10.27,22,0,-0.16,-0.42,7.39,1.9,-3.1,51.2,17.49,200.61,201.37
175,2,9.02,22,0,-0.28,-0.05,7.66,11.3,0,59.8,48.33,195.48,201.37
200,2,11.77,22,0,-0.01,0.22,7.38,11.7,0.1,46.3,26.66,199.6,201.37
225,2,11.77,22,0,-0.29,-0.04,7.27,9.9,1.1,34.8,54.17,193.96,201.38
250,2,12.69,22,0,-0.52,0.13,7.38,6.6,0.6,28,36.67,198.02,201.38
275,2,13.61,22,0,-0.73,-0.26,7.23,3.4,4.2,55.7,55.01,193.73,201.39
300,2,15.44,22,0,-0.35,-0.01,7.07,-1.4,6,74.6,33.34,198.62,201.4
325,2,16.36,22,0,-0.33,-0.15,7.21,-6.7,9.8,65.2,64.2,190.9,201.4
350,2,17.19,22,0,-0.54,-0.13,7.01,-12.9,13.2,79.9,45.86,196.12,201.41
375,2,18.11,22,0,-0.25,-0.21,6.78,-19.6,25.1,57.2,54.2,193.98,201.41
400,2,17.19,22,0,-0.31,0,6.59,-24.1,26.5,74.7,54.2,193.99,201.42
425,2,18.11,22,0,-0.42,0.15,6.55,-27.7,26.8,88.9,35.86,198.2,201.42
450,2,19.03,22,0,-0.35,-0.16,6.18,-31.2,29.4,112.6,26.68,199.65,201.43
475,2,19.03,22,0,-0.43,0.15,6.31,-35.2,27.6,149.2,26.69,199.66,201.43
500,2,19.95,22,0,-0.4,0.2,6.32,-34.2,25.8,170.8,18.34,200.6,201.44
525,2,20.86,22,0,-0.03,0.43,6.17,-32.9,26.5,187.6,18.35,200.61,201.45
550,2,20.86,22,0,-0.43,0.42,5.96,-28.2,24.8,202.2,36.7,198.08,201.46
575,2,19.03,22,0,-0.14,0.25,5.76,-21.7,17.6,236.2,27.53,199.57,201.46
600,2,20.86,22,0,-0.36,0.51,5.77,-14.2,14.9,252.2,0,201.47,201.47
625,2,22.7,22,0,-0.09,0.45,5.65,-11.3,9.7,269,18.35,200.64,201.48
650,2,24.54,22,0,-0.19,0.57,5.57,-4.7,4.1,283.8,27.53,199.6,201.49
675,2,27.21,22,0,-0.48,0.51,5.68,2,-10.6,306.5,36.72,198.12,201.5
700,2,27.21,22,0,-0.31,0.42,5.69,1.8,-17,320.1,63.43,191.26,201.51
725,2,28.13,22,0,-0.38,0.47,5.55,-0.8,-18.4,336.8,81.79,184.17,201.51
750,2,29.38,22,0,-0.43,0.66,5.47,0.8,-16.4,346.1,72.62,187.98,201.52
775,2,31.22,22,0,-0.39,0.46,5.3,10.5,-13.3,355.7,66.78,190.15,201.53
800,2,32.13,22,0,-0.39,0.61,5.31,18.4,-10.9,362,66.79,190.15,201.54
825,2,33.39,22,0,-0.48,0.36,4.65,26.7,-16.4,371.1,49.27,195.44,201.55
850,2,33.97,22,0,-0.66,0.39,4.09,28.2,-14.1,379,61.8,191.85,201.56
875,2,38.32,22,0,-0.69,0.75,2.06,27.9,-8.1,396.1,58.46,192.91,201.57
900,2,38.32,22,0,-0.67,0.59,1.2,29.5,-0.9,403.8,89.39,180.67,201.58
925,2,41.33,22,0,-0.8,0.31,0.34,29.4,10.1,420.2,71.02,188.67,201.59
950,2,42.58,22,0,-0.44,0.52,0,31,22,434.4,91.93,179.42,201.6
975,2,43.84,22,0,-1,0.59,-0.39,25.2,32.4,453.1,91.94,179.42,201.6
1000,2,46.01,22,0,-0.35,0.79,-0.51,21.5,24.1,459.3,98.63,175.84,201.61
1025,2,47.85,22,0,-0.55,0.91,0.17,21.5,12.1,448.1,76.92,186.37,201.62
1050,2,49.11,21,0,-0.24,0.76,-0.18,23.7,12.4,456.4,95.33,177.67,201.63
1075,2,54.88,21,0,-0.91,-0.34,-0.38,4.4,4.1,466.4,77.78,186.03,201.64
1100,2,56.14,21,0,-0.42,0.35,-0.4,-6.9,3.2,466.9,122.99,159.79,201.64
1125,2,57.39,21,0,-0.54,0.42,-0.33,-13,3.7,466.6,123,159.78,201.64
1150,2,59.57,21,0,-0.32,0.14,-0.54,-21.2,10.7,461.9,113.82,166.45,201.65
1175,2,59.9,21,0,-0.25,0.43,-0.43,-21.4,20.4,459.3,117.19,164.1,201.65
1200,2,63,21,0,-0.16,0.78,-0.29,-9.2,25.1,448.9,107.98,170.3,201.66
1225,2,64.85,21,0,-0.28,0.56,-0.37,-6.2,18.1,444.9,81.23,184.58,201.66
1250,2,66.1,21,0,-0.14,0.62,-0.25,-4.7,16.6,446.7,87.11,181.88,201.67
1275,2,69.12,21,0,-0.19,0.61,-0.26,-4.2,-1.6,445.2,87.12,181.88,201.67
1300,2,70.38,21,0,-0.32,0.55,-0.26,-8.1,-4.7,444.2,95.52,177.62,201.68
1325,2,71.3,21,0,-0.27,0.51,-0.27,-10.8,-8.9,442.1,104.75,172.35,201.68
1350,2,73.48,21,0,-0.3,0.52,-0.27,-13.8,-9.4,439.9,82.97,183.83,201.69
1375,2,75.66,21,0,-0.44,0.54,-0.31,-14.9,-6.7,440.9,86.34,182.27,201.69
1400,2,77.51,21,0,-0.25,0.86,-0.2,-11.2,0.6,425.9,95.58,177.61,201.7
1425,2,80.61,21,0,-0.44,0.52,-0.35,-7.7,3.9,414,83.86,183.45,201.71
1450,2,82.71,21,0,-0.54,0.72,-0.28,-1.1,2.4,404.2,102.33,173.83,201.71
1475,2,85.48,21,0,-0.43,0.81,-0.21,9.9,0.8,396,114.09,166.35,201.72
1500,2,86.74,21,0,-0.38,0.75,-0.27,16.3,-1.7,387.1,120,162.16,201.73
1525,2,88.59,21,0,-0.45,0.6,-0.31,24.3,-4.7,381,110.78,168.6,201.74
1550,2,89.51,21,0,-0.18,0.68,-0.2,25.6,-10.2,377.8,110.8,168.59,201.74
1575,2,91.7,21,0,-0.37,0.57,-0.23,17.7,-22.4,377.3,88.99,181.06,201.75
1600,2,92.54,21,0,-0.46,0.5,-0.19,12.6,-25.8,380.5,89.85,180.64,201.76
1625,2,92.54,21,0,-0.54,0.55,-0.16,6,-24.5,383.5,70.55,189.02,201.76
1650,2,94.72,21,0,-0.51,0.58,-0.15,0.1,-20.2,384,57.95,193.27,201.77
1675,2,98.08,21,0,-0.42,0.65,-0.19,-3.2,-10.3,379.1,61.32,192.23,201.78
1700,2,98.08,21,0,-0.53,0.73,-0.16,0,-4.4,374.4,85.71,182.67,201.78
1725,2,100.86,21,0,-0.46,0.66,-0.2,4.4,-0.6,368.7,63.87,191.42,201.79
1750,2,101.7,21,0,-0.38,0.63,-0.21,9.3,1,364.6,83.21,183.84,201.8
1775,2,103.89,21,0,-0.38,0.62,-0.2,16,-1,359.3,91.62,179.81,201.8
1800,2,105.4,21,0,-0.34,0.6,-0.19,18.7,-3.6,357.5,91.64,179.8,201.81
1825,2,106.33,21,0,-0.33,0.58,-0.17,19.4,-7.5,357.3,73.16,188.09,201.82
1850,2,107.25,21,0,-0.34,0.53,-0.15,17.4,-10.9,357.6,82.41,184.23,201.82
1875,2,110.03,21,0,-0.36,0.47,-0.15,10.1,-16.5,358.5,63.92,191.44,201.83
1900,2,110.87,21,0,-0.38,0.51,-0.17,5.4,-16.6,359.6,83.28,183.85,201.83
1925,2,111.8,21,0,-0.46,0.57,-0.13,1.3,-15,362,69.83,189.37,201.84
1950,2,112.72,21,0,-0.44,0.53,-0.13,-2.4,-10.4,363.5,63.95,191.45,201.85
1975,2,116.43,21,0,-0.43,0.55,-0.15,-4.9,0.8,361.5,63.96,191.45,201.85
2000,2,117.35,21,0,-0.42,0.64,-0.17,-3.1,6.8,359.2,91.75,179.8,201.86
2025,2,118.28,21,0,-0.42,0.6,-0.17,2,11.1,355.6,73.25,188.11,201.87
2050,2,118.87,21,0,-0.38,0.61,-0.16,7.7,12.7,351.7,74.09,187.78,201.87
2075,2,121.9,21,0,-0.35,0.57,-0.16,16.3,8.6,344.4,70.72,189.08,201.88
2100,2,122.49,21,0,-0.31,0.57,-0.14,18.8,4.5,342.6,91.8,179.81,201.89
2125,2,122.49,21,0,-0.32,0.48,-0.14,19.3,0.4,342.2,60.65,192.56,201.89
2150,2,124.35,21,0,-0.31,0.46,-0.14,17.4,-2.8,343.9,51.38,195.25,201.9
2175,2,127.13,21,0,-0.38,0.57,-0.07,9.7,-7.2,346,60.66,192.57,201.9
2200,2,128.06,21,0,-0.34,0.51,-0.1,6.1,-8,350,82.58,184.25,201.91
2225,2,128.06,21,0,-0.41,0.48,-0.12,3.3,-6.9,352.8,61.52,192.31,201.91
2250,2,130.75,21,0,-0.45,0.5,-0.11,-0.1,-3.9,353.7,55.62,194.1,201.92
2275,2,131.68,21,0,-0.34,0.5,-0.16,-2.3,4.3,352.9,82.61,184.25,201.92
2300,2,132.61,21,0,-0.41,0.55,-0.12,-1.1,8,350.1,73.34,188.14,201.93
2325,2,134.46,21,0,-0.41,0.58,-0.11,2.3,9.9,346.7,54.8,194.36,201.94
2350,2,134.46,21,0,-0.36,0.65,-0.05,6.2,10.3,341.9,64.09,191.5,201.94
2375,3,136.32,21,0,-0.35,0.64,-0.07,15.5,6.6,333,64.09,191.51,201.95
2400,3,137.25,21,228,-0.32,0.56,-0.1,19,3.2,328.8,55.67,194.13,201.96
2425,3,138.18,21,144,-0.28,0.51,-0.1,22,0.1,327.5,55.67,194.14,201.96
2450,3,139.02,21,58,-0.25,0.54,-0.07,19.7,-4,327.4,55.68,194.14,201.97
2475,3,141.22,21,163,-0.24,0.48,-0.07,12,-13.1,328.6,45.56,196.77,201.97
2500,3,142.14,21,225,-0.31,0.52,-0.06,6.1,-17.1,329.8,67.5,190.36,201.98
2525,3,142.74,21,129,-0.29,0.46,-0.07,1,-17.8,330.7,58.23,193.4,201.98
2550,3,143.07,21,44,-0.33,0.46,-0.08,-3.9,-17.5,330.1,54.86,194.39,201.99
2575,3,145.86,21,32,-0.35,0.5,-0.09,-10.6,-13.1,329.5,48.95,195.97,201.99
2600,3,146.79,21,237,-0.4,0.51,-0.05,-12.4,-10.8,328.1,68.38,190.07,202
2625,3,146.79,21,131,-0.29,0.5,-0.08,-13.3,-7.2,324.7,55.73,194.16,202
2650,3,147.72,21,131,-0.29,0.51,-0.07,-12.2,-3.9,322.5,46.44,196.6,202.01
2675,3,149.49,21,23,-0.29,0.58,-0.04,-10.6,-1.1,318.4,49.82,195.77,202.01
2700,3,150.42,21,252,-0.31,0.58,-0.03,-9.4,0.2,316.5,64.18,191.55,202.02
2725,3,150.42,21,137,-0.24,0.54,-0.04,-7.2,0.2,313.6,45.61,196.81,202.03
2750,3,152.28,21,137,-0.26,0.53,-0.05,-5.6,-1.3,309.8,36.32,198.74,202.03
2775,3,153.21,21,158,-0.24,0.5,-0.04,-4.8,-4.8,306.5,54.91,194.43,202.04
2800,3,154.14,21,37,-0.26,0.51,-0.04,-6.5,-5.9,306.6,54.92,194.43,202.04
2825,3,156,21,170,-0.27,0.52,-0.02,-7.5,-7.6,305.2,46.47,196.63,202.05
2850,3,156,21,174,-0.29,0.48,-0.03,-8.4,-7.9,304.1,55.78,194.2,202.05
2875,3,157.77,21,174,-0.32,0.44,-0.04,-12.2,-6.9,302.5,55.78,194.2,202.06
2900,3,158.7,21,112,-0.38,0.52,-0.02,-13,-5.5,301.4,54.94,194.45,202.06
2925,3,158.7,21,235,-0.34,0.51,-0.01,-14.2,-3,300.5,54.94,194.45,202.07
2950,3,159.63,21,235,-0.37,0.52,0,-14.2,-0.9,298.4,45.65,196.85,202.07
2975,3,161.5,21,100,-0.34,0.64,0.01,-11,2.3,294.8,36.35,198.78,202.08
3000,3,162.43,21,80,-0.31,0.57,-0.01,-9.2,3.6,293.1,54.95,194.47,202.09
3025,3,162.09,21,195,-0.27,0.58,-0.01,-6.4,4.3,287.6,46.51,196.67,202.09
3050,3,163.36,21,223,-0.3,0.54,-0.03,-3,4.5,283.6,33.82,199.25,202.1
3075,3,163.95,21,52,-0.3,0.57,0,3.3,1.9,275.9,46.51,196.68,202.1
3100,3,165.22,21,193,-0.26,0.54,-0.03,7,0.5,272.1,43.14,197.45,202.11
3125,3,166.15,21,16,-0.28,0.54,-0.01,9.1,-0.6,267.5,37.22,198.66,202.11
3150,3,166.74,21,123,-0.3,0.5,0,11.4,-3.1,264.7,37.22,198.66,202.12
3175,3,168.86,21,4,-0.24,0.52,-0.03,11.8,-4.7,260.3,46.53,196.7,202.12
3200,3,169.45,21,120,-0.3,0.57,0,13.8,-6.7,257.5,55,194.5,202.13
3225,3,169.79,21,253,-0.29,0.48,-0.01,13.8,-8.8,255.5,55,194.51,202.14
3250,3,169.45,21,219,-0.31,0.6,0.04,13.6,-10.8,253.5,45.69,196.91,202.14
3275,3,171.31,21,253,-0.34,0.55,0.02,14.3,-13,250.3,33,199.43,202.15
3300,3,172.24,21,191,-0.32,0.57,0,13.6,-12.7,248.1,45.7,196.92,202.15
3325,3,173.17,21,29,-0.35,0.55,0,15.5,-12.2,244.5,33.86,199.3,202.16
3350,3,174.11,21,121,-0.29,0.57,0,17.6,-12.3,241,37.24,198.7,202.16
3375,3,175.97,21,211,-0.31,0.55,0.02,19.7,-12.7,236.2,43.17,197.51,202.17
3400,3,175.97,21,130,-0.29,0.54,0.01,20.6,-13.4,233.6,65.19,191.38,202.18
3425,3,177.75,21,130,-0.29,0.54,0.02,20.8,-14.4,231.7,46.57,196.74,202.18
3450,3,177.75,21,243,-0.3,0.55,0.04,20.9,-15.7,230.5,55.04,194.55,202.19
3475,3,177.75,21,243,-0.29,0.5,0.03,19.8,-17.7,229,45.73,196.95,202.19
3500,3,178.68,21,243,-0.31,0.51,0.03,18.5,-18.6,229.4,36.42,198.89,202.2
3525,3,178.68,21,68,-0.26,0.49,0.03,16.2,-19.5,229.9,27.11,200.38,202.2
3550,3,179.61,21,68,-0.3,0.48,0.04,13.4,-20,229.9,27.11,200.38,202.21
3575,3,180.54,21,146,-0.26,0.51,0.04,8.7,-19.8,231.1,18.64,201.35,202.21
3600,3,181.14,21,223,-0.27,0.5,0.04,6.5,-19.3,231.1,27.95,200.28,202.22
3625,3,181.48,21,85,-0.28,0.5,0.04,3.9,-18.9,230.9,33.88,199.36,202.22
3650,3,182.07,21,42,-0.29,0.5,0.04,1.6,-18.1,230.9,27.96,200.29,202.23
3675,3,183.34,21,159,-0.29,0.49,0.04,-0.7,-15.7,229.9,33.89,199.37,202.23
3700,3,183,21,187,-0.3,0.48,0.04,-1.7,-14.2,229.2,37.28,198.77,202.24
3725,3,183.93,21,231,-0.31,0.5,0.05,-2.8,-12.6,228.1,24.57,200.75,202.24
3750,3,183.93,21,45,-0.29,0.5,0.05,-3.5,-11.1,227.5,27.96,200.31,202.25
3775,3,185.8,21,45,-0.27,0.5,0.04,-4.2,-9.3,226.7,24.57,200.76,202.25
3800,3,185.8,21,180,-0.26,0.5,0.05,-4.6,-8.3,225,37.29,198.79,202.26
3825,3,185.8,21,180,-0.28,0.48,0.05,-5,-7.1,224.4,24.58,200.77,202.26
3850,3,186.65,21,180,-0.26,0.47,0.04,-5.8,-6.6,224,27.97,200.33,202.27
3875,3,187.58,21,192,-0.26,0.48,0.05,-6.9,-5,223.7,27.13,200.45,202.27
3900,3,187.58,21,254,-0.29,0.47,0.05,-8,-5.2,223.3,36.45,198.97,202.28
3925,3,188.51,21,254,-0.3,0.48,0.05,-9.3,-4.4,223.7,17.8,201.5,202.28
3950,3,189.44,21,60,-0.3,0.47,0.06,-9.7,-3.3,223.9,27.13,200.46,202.29
3975,3,189.44,21,119,-0.26,0.47,0.05,-9.9,-1,222.6,36.46,198.98,202.29
4000,3,190.38,21,119,-0.3,0.47,0.05,-9.2,1.1,222.3,27.98,200.35,202.3
4025,3,190.38,21,176,-0.28,0.45,0.04,-9.8,3,222,27.98,200.36,202.3
4050,3,189.44,21,176,-0.29,0.47,0.05,-10.9,4.4,221.1,27.98,200.36,202.31
4075,3,191.31,21,119,-0.29,0.48,0.05,-10.8,7.6,219.6,9.32,202.1,202.31
4100,3,192.24,21,231,-0.32,0.49,0.06,-9.5,9.1,218,18.66,201.46,202.32
4125,3,191.9,21,29,-0.32,0.46,0.05,-7.9,11,216.1,27.99,200.38,202.32
4150,3,192.24,21,80,-0.32,0.49,0.06,-7.2,11.9,214.5,15.27,201.75,202.33
4175,3,192.24,21,29,-0.3,0.5,0.05,-4.4,16.1,211.4,18.66,201.47,202.34
4200,3,192.84,21,29,-0.33,0.51,0.06,-1.9,17.2,209.2,27.99,200.4,202.34
4225,3,193.18,21,132,-0.32,0.52,0.06,0.8,18.2,206.5,15.26,201.77,202.35
4250,3,194.11,21,81,-0.32,0.51,0.06,3.8,18.5,204.7,9.32,202.14,202.35
4275,3,193.77,21,131,-0.29,0.5,0.05,9.8,18.8,200.5,22.05,201.15,202.36
4300,3,194.11,21,183,-0.28,0.51,0.06,12.6,17.8,198.6,15.27,201.79,202.36
4325,3,195.04,21,131,-0.26,0.48,0.05,14.9,16.3,197.8,18.66,201.51,202.37
4350,3,194.7,21,179,-0.29,0.51,0.07,16.9,14.7,197.2,22.05,201.17,202.37
4375,3,194.7,21,231,-0.29,0.48,0.06,19.9,11.9,194.9,15.27,201.8,202.38
4400,3,195.55,21,231,-0.28,0.49,0.07,21,10,194,5.93,202.3,202.38
4425,3,196.49,21,228,-0.29,0.48,0.07,21.5,8.3,193.2,17.81,201.6,202.39
4450,3,195.55,21,17,-0.28,0.47,0.07,21.3,6.9,192.6,23.75,200.99,202.39
4475,3,196.49,21,228,-0.3,0.5,0.08,22.2,4.5,191.1,5.09,202.33,202.4
4500,3,196.49,21,17,-0.31,0.5,0.08,22.3,3.6,189.8,17.81,201.62,202.4
4525,3,196.49,21,17,-0.29,0.51,0.08,21.9,2.9,189,17.81,201.62,202.41
4550,3,197.42,21,17,-0.28,0.5,0.07,22,2.5,188.3,9.33,202.2,202.41
4575,3,197.42,21,61,-0.29,0.52,0.08,22.7,0.8,186.4,9.33,202.2,202.42
4600,3,197.42,21,61,-0.32,0.5,0.08,24.1,-0.1,184.4,18.66,201.56,202.43
4625,3,198.35,21,61,-0.29,0.48,0.07,25.3,-1.6,183,9.33,202.22,202.43
4650,3,198.35,21,103,-0.3,0.49,0.08,25.5,-2.6,180.9,18.67,201.57,202.44
4675,3,197.42,21,103,-0.27,0.5,0.08,25.2,-3.6,179.1,18.67,201.58,202.44
4700,3,198.35,21,61,-0.27,0.48,0.08,25.1,-5.1,177.8,0,202.45,202.45
4725,3,199.29,21,103,-0.28,0.51,0.09,24.1,-6.6,176.8,9.33,202.24,202.45
4750,3,198.35,21,143,-0.27,0.51,0.09,23.5,-7.8,175.6,18.67,201.59,202.46
4775,3,198.35,21,103,-0.27,0.52,0.09,23.5,-9.3,173.4,0,202.46,202.46
4800,3,198.35,21,103,-0.27,0.51,0.09,23.5,-10.8,172.7,0,202.47,202.47
4825,3,198.35,21,103,-0.25,0.5,0.09,23.4,-12.5,171.3,9.33,202.26,202.47
4850,3,199.29,21,103,-0.25,0.49,0.09,22.4,-14.2,170.5,0,202.48,202.48
4875,3,199.29,21,143,-0.25,0.48,0.09,20.8,-17.2,170.3,0,202.48,202.48
4900,3,199.29,21,143,-0.25,0.49,0.09,19.3,-18.4,169.8,9.33,202.27,202.49
4925,3,199.29,21,143,-0.25,0.47,0.09,17.6,-19.7,169.6,9.33,202.28,202.49
4950,3,199.29,21,143,-0.25,0.47,0.09,15.7,-20.9,169.3,9.33,202.28,202.5
4975,3,199.29,21,143,-0.22,0.48,0.1,12.1,-23.5,169.3,9.33,202.29,202.5
5000,3,199.29,21,143,-0.23,0.46,0.09,10.1,-24.9,169.2,0,202.51,202.51
5025,3,200.22,21,143,-0.24,0.45,0.08,7.8,-25.8,169.4,0,202.51,202.51
5050,3,200.22,21,181,-0.26,0.47,0.1,5.5,-26.4,169.7,9.33,202.3,202.52
5075,3,200.22,21,181,-0.23,0.45,0.09,0.9,-27.6,169.5,9.33,202.31,202.52
5100,3,199.29,21,181,-0.26,0.45,0.09,-1.9,-27.5,170.4,9.33,202.31,202.53
5125,3,200.22,21,143,-0.25,0.42,0.09,-5,-26.6,171,0,202.53,202.53
5150,3,115.42,21,181,2.45,-2.55,-2,167.7,195.4,835.8,9.33,202.32,202.53
5175,4,202.09,21,0,0.23,1.52,0,-6.6,-11.6,189.5,-192.68,0,202.5
5200,4,202.68,21,0,1.72,0.08,0.12,-8.4,-37.3,177.6,18.67,201.65,202.51
5225,4,203.02,21,0,-0.34,0.58,0.04,11.6,-35.8,180.3,24.62,201,202.5
5250,4,201.75,21,0,-0.3,0.41,0.28,14.9,-40.2,179.7,37.36,199.03,202.51
5275,4,203.02,21,0,0.39,1.74,0.78,28,-63.1,174.2,15.28,201.93,202.51
5300,4,203.02,21,0,-0.96,-0.43,-0.2,29.6,-65.3,165.2,220.71,0,202.52
5325,4,203.96,21,0,0.28,0.39,-4.53,4.4,-66.6,159.8,9.34,202.31,202.52
5350,4,204.81,21,0,-3.76,4.3,-0.4,53.3,-38.3,168.7,12.73,202.12,202.52
5375,4,203.02,21,0,-0.9,0.09,-1.3,31.2,-24.1,138,17.83,201.79,202.58
5400,4,203.02,21,0,-1.03,-0.38,-3.11,25.5,45.7,105.9,12.73,202.18,202.58
5425,4,202.09,21,0,-0.27,-0.17,-0.65,31.5,67.3,122.7,0,202.58,202.58
5450,4,201.16,21,0,-0.68,0.3,-0.12,47.1,58.5,125.3,-9.34,202.37,202.58
5475,4,201.16,21,0,-0.31,0.49,0.08,69.3,33.3,122.5,-28.02,200.64,202.59
5500,4,202.09,21,0,-0.12,0.71,0.13,89.5,14.7,119.9,-36.51,199.28,202.59
5525,4,203.02,21,0,-0.51,0.27,-0.08,103.3,6.9,114.9,-9.34,202.38,202.6
5550,4,203.02,21,0,-0.22,0.14,-0.41,114.1,-4,110.9,0,202.6,202.6
5575,4,203.36,21,0,0.44,0.08,0.02,117,-25.2,114.6,9.34,202.39,202.61
5600,4,204.3,21,0,-0.48,-0.16,-0.05,140.2,-48.8,107.4,22.07,201.4,202.6
5625,4,203.36,21,0,-0.66,-0.13,-0.09,160.5,-75.3,94.7,31.41,200.15,202.6
5650,4,204.3,21,0,-0.4,-0.56,-0.21,169.5,-89.5,74.8,12.73,202.21,202.61
5675,4,209.82,21,0,-0.49,-0.92,-0.2,253.8,-66.9,65,12.73,202.2,202.6
5700,4,209.82,21,0,-1.13,-0.94,-0.05,284.3,-71.3,52.2,67.95,190.86,202.6
5725,4,208.88,21,0,-1.02,-0.87,0,325,-92.1,28.1,64.56,192.03,202.6
5750,4,207.95,21,0,-0.94,-0.83,0.01,362.5,-120.5,-18.6,45.87,197.33,202.59
5775,4,207.02,21,0,-1.02,-0.37,0.14,420.1,-133.6,-66.9,45.86,197.33,202.59
5800,4,207.35,21,0,-0.66,-0.16,0.12,437.3,-120.6,-79.2,27.18,200.76,202.6
5825,4,203.36,21,0,-0.58,0.21,0.22,442.1,-97.1,-79.1,-24.64,201.09,202.6
5850,4,202.77,21,0,-0.52,0.32,0.19,437.4,-69.3,-77.6,-64.56,192.04,202.6
5875,4,199.03,21,0,-0.47,0.6,0.29,418.5,-25.7,-78.8,-61.15,193.16,202.61
5900,4,196.83,21,0,-0.56,0.51,0.32,405.2,-1.7,-85.9,-89.17,181.94,202.61
5925,4,196.23,21,0,-0.59,0.89,0.25,395.1,24.9,-97.6,-101.89,175.14,202.62
5950,4,195.04,21,0,-0.22,0.2,0.1,386.9,60.8,-150.2,-111.23,169.37,202.63
5975,5,199.97,21,0,-1.46,1.5,1.09,336.3,121,-255.7,-83.19,184.77,202.63
6000,6,199.97,21,0,-0.37,1.37,0.37,289.6,159.2,-334.9,-28.01,200.71,202.66
6025,6,202.77,21,0,-0.86,2.42,0.56,238.2,211.3,-437.3,9.34,202.45,202.67
6050,6,204.64,21,0,0.27,-1.09,-0.12,139.7,228.2,-508.9,59.42,193.79,202.69
6075,6,205.49,21,0,-0.72,0.23,0.58,-2.7,204.3,-533.7,84.05,184.43,202.68
6100,6,203.11,21,0,-1.69,0.47,0.3,-49.2,169.2,-520.2,104.42,173.72,202.69
6125,6,203.7,21,0,-1.11,0.81,0.87,-76.7,120.8,-512.3,31.41,200.25,202.7
6150,6,204.64,21,0,-1.21,0.4,0.31,-81.9,75.1,-472.9,37.35,199.24,202.71
6175,6,201.24,21,0,-0.93,0,0.13,-69.1,11.7,-375.5,18.68,201.86,202.72
6200,6,199.37,21,0,-0.25,-0.19,0.15,-55.3,-13.9,-274.2,-33.97,199.86,202.73
6225,6,198.44,21,0,0.8,0.07,0.95,-47.5,-39.1,-148.6,-61.13,193.29,202.73
6250,6,198.44,21,0,-0.47,-0.68,1,-60.5,-85.5,43.9,-46.69,197.27,202.72
6275,6,197.5,21,0,-0.89,-0.49,0.34,-45.7,-133,161.7,-52.64,195.77,202.72
6300,6,196.23,21,0,-0.82,-0.07,0.21,-39.7,-172.8,126.4,-71.32,189.76,202.72
6325,6,196.57,21,0,-1.07,-0.18,0.19,-21.9,-213.9,74.7,-50.08,196.44,202.73
6350,6,196.57,21,0,0.02,-0.42,-0.04,-0.8,-246.3,15.3,-28.01,200.79,202.73
